	GO:0000902	GO:0001101	GO:0001501	GO:0001558	GO:0001894	GO:0002790	GO:0006082	GO:0006107	GO:0006508	GO:0006520	GO:0006528	GO:0006541	GO:0006807	GO:0006810	GO:0006888	GO:0007154	GO:0007267	GO:0007275	GO:0007399	GO:0007409	GO:0007417	GO:0008104	GO:0008150	GO:0008152	GO:0008361	GO:0009064	GO:0009066	GO:0009306	GO:0009410	GO:0009653	GO:0009719	GO:0009725	GO:0009743	GO:0009746	GO:0009749	GO:0009892	GO:0009894	GO:0009895	GO:0009914	GO:0009987	GO:0010033	GO:0010243	GO:0010605	GO:0010611	GO:0010614	GO:0010721	GO:0010817	GO:0014070	GO:0014741	GO:0014743	GO:0015031	GO:0015833	GO:0016043	GO:0016192	GO:0016202	GO:0016358	GO:0016579	GO:0019222	GO:0019538	GO:0019752	GO:0021952	GO:0021953	GO:0021954	GO:0021955	GO:0022008	GO:0023052	GO:0023061	GO:0030030	GO:0030072	GO:0030073	GO:0030154	GO:0030162	GO:0030182	GO:0030308	GO:0031016	GO:0031175	GO:0031323	GO:0031324	GO:0031329	GO:0031330	GO:0032501	GO:0032502	GO:0032507	GO:0032535	GO:0032787	GO:0032879	GO:0032880	GO:0032940	GO:0032989	GO:0033036	GO:0033365	GO:0034284	GO:0034641	GO:0036211	GO:0040008	GO:0040014	GO:0042176	GO:0042177	GO:0042221	GO:0042592	GO:0042886	GO:0042981	GO:0043066	GO:0043067	GO:0043069	GO:0043170	GO:0043200	GO:0043412	GO:0043436	GO:0043502	GO:0043603	GO:0043648	GO:0044057	GO:0044237	GO:0044238	GO:0044281	GO:0045184	GO:0045185	GO:0045595	GO:0045596	GO:0045843	GO:0045861	GO:0045926	GO:0046620	GO:0046621	GO:0046879	GO:0046903	GO:0046907	GO:0048193	GO:0048468	GO:0048513	GO:0048518	GO:0048519	GO:0048523	GO:0048583	GO:0048585	GO:0048634	GO:0048635	GO:0048638	GO:0048640	GO:0048666	GO:0048667	GO:0048699	GO:0048731	GO:0048812	GO:0048813	GO:0048856	GO:0048858	GO:0048869	GO:0048871	GO:0048872	GO:0048873	GO:0050789	GO:0050793	GO:0050794	GO:0050808	GO:0050896	GO:0051049	GO:0051050	GO:0051093	GO:0051128	GO:0051147	GO:0051148	GO:0051153	GO:0051154	GO:0051171	GO:0051172	GO:0051179	GO:0051222	GO:0051223	GO:0051234	GO:0051235	GO:0051239	GO:0051241	GO:0051246	GO:0051248	GO:0051641	GO:0051649	GO:0051651	GO:0055021	GO:0055022	GO:0055024	GO:0055026	GO:0060249	GO:0060255	GO:0060284	GO:0060348	GO:0060420	GO:0060996	GO:0060997	GO:0061050	GO:0061052	GO:0061117	GO:0061136	GO:0061564	GO:0065007	GO:0065008	GO:0070201	GO:0070536	GO:0070646	GO:0070647	GO:0070727	GO:0071108	GO:0071702	GO:0071704	GO:0071705	GO:0071840	GO:0072595	GO:0080090	GO:0080134	GO:0080135	GO:0090066	GO:0090087	GO:0090257	GO:0097061	GO:0097066	GO:0097068	GO:0099173	GO:0106027	GO:0120036	GO:0120039	GO:1901564	GO:1901605	GO:1901698	GO:1901700	GO:1901799	GO:1901861	GO:1901862	GO:1903050	GO:1903051	GO:1903573	GO:1904292	GO:1904293	GO:1904386	GO:1904589	GO:1904591	GO:1904951	GO:1905207	GO:1905208	GO:1905897	GO:2000026	GO:2000725	GO:2000726
GO:0070646	-0	-0	-0	-0	-0	-0	0.06804675767786042	0.04507238846680417	0.3191550304519993	0.08361568528660487	0.13088963330686318	0.15018037553595973	0.05661511448924833	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.16006438424223296	0.15750892782620804	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.4486867446420346	-0	0.2033297405300144	0.06776302481568795	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.06231215149412522	-0	-0	-0	-0	-0	-0	-0	0.12462927298057838	0.49967764900747685	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.07744843244987773	-0	0.1694530029476746	0.06791581442284332	-0	0.10843430621886206	0.056770441079612884	-0	0.05757076861544876	0.057473829223651435	0.050913863636955124	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.40593716163400423	1	0.7131800416540859	-0	0.4034669590510718	-0	0.05827660197298883	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.12603986793573937	0.17804665516730472	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0070647	-0	-0	-0	-0	-0	-0	0.10067553822795261	0.05739324134518879	0.4606549150315688	0.12079230849531793	0.1676974208927136	0.2007324295860027	0.09172087626648032	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2187904947805935	0.21404371027825256	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.5405363254999304	-0	0.3085261679800348	0.10005570445963234	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.08861040560844981	-0	-0	-0	-0	-0	-0	-0	0.19521163802698435	0.711414857641976	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.12271535769484948	-0	0.24588617985303524	0.1003891760657874	-0	0.15820226712805213	0.0778093691666356	-0	0.09425566626307556	0.09399610167642526	0.07763654858949683	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.47954563678573064	0.7131800416540859	1	-0	0.47609366680763604	-0	0.0961625282958793	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.19869474173004684	0.2538327561739299	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0070727	-0	-0	-0	-0	-0	0.2222152982354941	0.018832753000233633	0.009970098238572455	-0	-0	0.01028457141013757	0.012551887696740061	-0	0.5338349485235604	0.6146557714276869	0.019074350146759074	0.013178238451675385	-0	-0	0.011989414520187222	-0	0.8631188861498814	-0	-0	0.010729414050382559	0.013829266741354535	0.013490818386018996	0.6372439379010576	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.23875458079209333	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.8262567027029721	0.31335753605349886	0.01995138941736731	0.38072328161164154	-0	0.009578867998378203	-0	-0	-0	0.018696231109582014	0.008310726913161025	0.009467092524414552	0.008872886914111757	0.00838050804412152	0.013429851646130822	-0	0.265016079248862	0.014032176135991005	0.22187678409236805	0.46223914837535024	0.015119456529981196	-0	0.01317959112569829	-0	-0	0.012652232572257956	-0	-0	-0	-0	-0	-0	0.5445347905369521	0.01200157503502979	0.01622820322958563	-0	-0	0.322913967312762	-0	0.42655393447157375	0.7471769364010171	-0	0.022987173990833908	-0	-0	-0	-0	-0	-0	-0	0.3195282872583346	-0	-0	-0	-0	-0	-0	-0	0.018769642794174632	-0	-0	0.013987499969414155	-0	0.026589895296515124	-0	-0	0.8422876447106314	0.5453526939604882	-0	-0	-0	-0	-0	-0	-0	0.22492591711562282	0.32569274164183715	0.794707327711867	0.32672115515701183	0.013903443081043347	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.012833336201651294	0.012101985419099065	0.013260316867513491	-0	0.012239730267408992	0.009091981107074331	-0	0.012255006239772806	0.015167404712296623	-0	-0	-0	-0	-0	-0	0.011328489565223754	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.5370308988183395	0.2836221472229738	-0	-0	-0	-0	0.432238458819536	0.8189731371114599	0.5571588132785298	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.008276597788608986	0.008183723707306254	-0	-0	-0	-0	0.012139207326440247	-0	-0	-0	-0	-0	-0	1	-0	0.456911164181031	-0	0.43383490501592675	0.0205782700236381	0.5065464111325539	-0	-0	-0	-0	-0	-0	0.008447883216136766	-0	-0	0.010230395714269196	0.00869166704068949	0.013693433860241222	0.012247352422442485	-0	0.016388715522957748	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0071108	-0	-0	-0	-0	-0	-0	0.042825225016533915	0.03242386691707525	0.20482534492114365	0.0536247115988906	0.09356953742692586	0.1030303912500484	0.03339114489675667	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.1075881903329251	0.10642757748396929	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.6087858442715095	-0	0.12554401162197398	0.04271266975795072	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.04048061727179331	-0	-0	-0	-0	-0	-0	-0	0.07521242574115217	0.3242890196993164	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.046367643218274746	-0	0.10828619447445335	0.042773323812130316	-0	0.06899381924009225	0.038066601806894834	-0	0.03372128765991782	0.03368800580041642	0.03132248441891079	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.8466615401605472	0.4034669590510718	0.47609366680763604	-0	1	-0	0.033962226175664925	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.0757238681199794	0.11542386167558671	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0071702	-0	-0	-0	-0	-0	0.24906228212031284	-0	-0	-0	-0	-0	-0	-0	0.6396177308980574	0.34385901598209045	-0	-0	-0	-0	-0	-0	0.4567454604083188	-0	-0	-0	-0	-0	0.34510536702634725	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2688383391312888	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.4591477413502633	0.36036497269119017	-0	0.446432040715861	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.3006181661778809	-0	0.24865942279166156	0.24456914936299395	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.27595325076031035	-0	-0	-0	-0	0.3723720684261463	-0	0.4802960643747968	0.3891284632533856	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.3681106440612016	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.4579350801778501	0.27639779105470175	-0	-0	-0	-0	-0	-0	-0	0.2522908807619057	0.37587578813005357	0.45600133007804533	0.37717391752049445	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.625089875220735	0.30641972768045345	-0	-0	-0	-0	0.48751534781713524	0.46033866147788466	0.2929671758703245	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.456911164181031	-0	1	-0	0.5167078030854318	-0	0.25541209021344874	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0071704	-0	-0	-0	-0	-0	-0	0.15176763281582697	0.058067001463512534	0.1292237266725022	0.12994659354079707	0.060493729444002525	0.07952767848910657	0.29474266002026206	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.09160377701952464	0.08829852072887973	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.03993803583253163	-0	0.17994666386698233	0.1497821911638979	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.11752658398875443	-0	-0	-0	-0	-0	-0	-0	0.22587002891186808	0.11842472713727813	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.24649688924138893	-0	0.13372204955175712	0.1508469103657456	-0	0.138506590598485	0.09317653444164993	-0	0.3226234623985462	0.31960257631166317	0.1861962232532694	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.03427185124660104	0.05827660197298883	0.0961625282958793	-0	0.033962226175664925	-0	1	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.23707541511811867	0.11943487047295205	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0071705	-0	-0	-0	-0	-0	0.24240333987213208	-0	-0	-0	-0	-0	-0	-0	0.5965101561294328	0.33129428913916015	-0	-0	-0	-0	-0	-0	0.43368551354830426	-0	-0	-0	-0	-0	0.33245106690630055	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.26109638232515753	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.43701634487337915	0.3465891904024866	-0	0.4254815235426323	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.29097048710905626	-0	0.24202171780579232	0.23814519881365206	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.26736414736422975	-0	-0	-0	-0	0.35768170597024596	-0	0.45486299468762903	0.3722647183697061	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.35374810625443726	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.43540747391063245	0.26778142457569204	-0	-0	-0	-0	-0	-0	-0	0.245460546837302	0.3609132303561878	0.4341650021580752	0.3621099025026928	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.5826877613607654	0.2958656469640761	-0	-0	-0	-0	0.46133280755803086	0.4375798280449624	0.2833048405198412	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.43383490501592675	-0	0.5167078030854318	-0	1	-0	0.24803700443509938	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0071840	-0	-0	-0	-0	-0	-0	0.024288701049369282	0.01131575782009664	-0	-0	0.011722580186188583	0.01476195230027153	-0	-0	0.014215080810460743	0.024692058257070548	0.015635969141575973	-0	-0	0.013990057537694946	-0	0.020569970462637505	-0	-0	0.012304033603467775	0.01656099658625413	0.016077968267023523	0.01427061198365263	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.01948726973331156	-0	0.02618195259233151	0.018892020883542582	-0	0.010814447361284785	-0	-0	-0	0.024062094667651652	0.009225190650440316	0.010672190374713317	0.009923064884677752	0.009311252784732812	0.015991451057862448	-0	0.012307608452582814	0.01685283154986601	0.010063694165017009	0.00988923154595047	0.018445974846926314	-0	0.01563787344588371	-0	-0	0.014900940026967834	-0	-0	-0	-0	-0	-0	0.011899778549434852	0.014006617849976182	0.020123339082549454	-0	-0	0.015493334630142946	-0	-0	0.017238679868123816	-0	0.031670679681252735	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.02418382914953941	-0	-0	0.016788430381045764	-0	0.03893975268138997	-0	-0	0.01995535215711926	0.011920193552126769	-0	-0	-0	-0	-0	-0	-0	0.010218850926907575	-0	0.019339653783678742	0.015710231816240816	0.016667484522452605	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.01515278102367043	0.014143572301442682	0.01575165189374327	-0	0.014332073903876532	0.010197894637689197	-0	0.014353023512567877	0.01851739259277095	-0	-0	-0	-0	-0	-0	0.013098358036765852	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.02212279829699796	0.02007154994402967	0.012684178324955924	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.009183156562870788	0.009068963073502061	-0	-0	-0	-0	0.014194438467049032	-0	-0	-0	-0	-0	-0	0.0205782700236381	-0	-0	-0	-0	1	0.010961079410935772	-0	-0	-0	-0	-0	-0	0.009394498783815175	-0	-0	0.011652247246304261	0.009696955275717128	0.01636657801679568	0.014342525879711819	-0	0.020370739129488943	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0072595	-0	-0	-0	-0	-0	0.16059684451951542	0.010445399972496425	0.006996096265429428	-0	-0	0.007149497646407692	0.008176198218288211	-0	0.27778778142541266	0.4048523039905884	0.010519299238259412	0.008437421794551923	-0	-0	0.007933746900379868	-0	0.5624069362035259	-0	-0	0.007361673665035367	0.008699634737524505	0.008564472124969412	0.4659180847114071	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.16906074987605332	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.5484637193995332	0.2033398549766397	0.010780652546949033	0.22971544937535027	-0	0.006801175307836523	-0	-0	-0	0.010403266310565311	0.00613634872742119	0.006744635004831216	0.006437498948725763	0.00617430879908043	0.008539860808006774	-0	0.18181857377908442	0.0087794983024533	0.16041996138867093	0.3730065325472447	0.009193129638042495	-0	0.00843797626947727	-0	-0	0.008218657366169677	-0	-0	-0	-0	-0	-0	0.9450538923140416	0.007939069989214778	0.009591584818468881	-0	-0	0.20732124836458377	-0	0.245639794691475	0.5158525323599131	-0	0.01160908121628697	-0	-0	-0	-0	-0	-0	-0	0.2059203941238591	-0	-0	-0	-0	-0	-0	-0	0.010425956637050256	-0	-0	0.008761988423259898	-0	0.012461802643786872	-0	-0	0.5547705495038436	0.8184781300316439	-0	-0	-0	-0	-0	-0	-0	0.1620078479367587	0.2084631573601588	0.47586539896124325	0.2088839972714921	0.008728930576525844	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.008294693783989936	0.007982884019936095	0.008470992600286215	-0	0.008042587896148477	0.0065520507223362666	-0	0.008049180712433976	0.009210834275780897	-0	-0	-0	-0	-0	-0	0.007638838047614359	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2786506944194516	0.19038734530340015	-0	-0	-0	-0	0.2475143396601259	0.4844606898405639	0.8494795009344711	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.006117722107022369	0.006066830829607828	-0	-0	-0	-0	0.007999062980086373	-0	-0	-0	-0	-0	-0	0.5065464111325539	-0	0.25541209021344874	-0	0.24803700443509938	0.010961079410935772	1	-0	-0	-0	-0	-0	-0	0.006210802482681903	-0	-0	0.007123274724030715	0.006341569549162774	0.008645684446749102	0.008045878177108891	-0	0.00964743119586456	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0080090	-0	-0	-0	0.22741126290089672	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2835228357711365	-0	-0	-0	-0	-0	-0	-0	0.2115440773607137	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.5770668719386808	0.47420468142699834	0.3787593666574749	0.1879878414285045	-0	-0	-0	0.57261679982084	0.1564380433378822	0.14742838304064593	0.21628547173700477	0.24979588877533038	-0	0.1479851127218262	0.1577063120049085	-0	-0	-0	-0	0.14848694964910686	-0	-0	0.5005572324840492	-0	-0	-0	-0	-0	-0	-0	0.4401463365901983	0.22341356693941652	-0	0.182815169934001	0.17965617633506845	-0	0.40976023480574203	-0	0.21323387901378438	-0	-0	0.8165090344654906	0.5751121454357006	0.44551176856049585	0.3692153515194637	-0	-0	-0	0.2406826630895403	-0	0.2875515102981652	0.24036212413153796	-0	-0	-0	-0	-0	-0	-0	0.23766974058516066	0.17311307514411417	0.4105275051418933	0.32145380239556337	-0	-0	-0	0.27172379815134756	0.24581169161802016	0.27290151677480645	0.24663491343342434	-0	-0	-0	-0	0.16187118973282646	-0	-0	0.22880872854592935	-0	-0	-0	-0	-0	0.25897954847073024	0.22656567297450617	0.13933954600905135	0.32032739917249214	0.21749543616484335	0.1850853654237961	0.17290280277776723	0.18562428933316708	-0	-0	-0	-0	-0	0.38325420889878536	0.3866350312010294	0.3838179366449275	0.3390948710586596	0.28628092054310067	0.15229576112054538	0.1414137269088763	0.22430997665647706	0.21166590609939523	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.5545989328995766	0.3117378046805051	0.5744623867818921	-0	-0	0.27586263669264605	0.23460389954980557	0.2369559736351961	0.31571849420401926	0.18847421213464277	0.16546583614672228	0.1827404567720045	0.15335585901106347	0.8013008979745437	0.5409376387784324	-0	0.20547395560477563	0.21872101819923317	-0	-0	0.2931061399785059	0.24511485600366872	0.5404986368679772	0.4156801468526429	-0	-0	-0	0.1575314054128943	0.14330849681202587	0.13509996427760768	0.12778806183134425	-0	0.8165955643532197	0.24412825819644626	-0	0.16298459637862656	-0	-0	0.13831587565076003	0.1297543943249135	0.14330849681202587	0.3975992326599689	-0	-0	0.33978315767083656	0.2252189506817385	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1	0.2668044820757071	0.2379606197598167	0.24660258348326466	0.20248874594900396	0.2056292341861457	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.30375335809559817	0.17227984606513913	0.14281050879326396	0.3993049832241456	0.3058495373978394	0.17107523954259535	0.2855660164591858	0.22813724171861835	-0	0.1262951305189363	0.12617909350042553	0.21006903085589004	0.15418020581365247	0.14482510180533176	0.1897673504992825	0.26088400886795243	0.14810388515846765	0.14177804709342168
GO:0080134	-0	-0	-0	0.16400148458047933	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.19130558386782043	-0	-0	-0	-0	-0	-0	-0	0.1533222767485461	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.21951993800138514	0.19324668699575528	0.16528106111797478	0.1405569254227535	-0	-0	-0	0.21845584774962062	0.463981423441064	0.4426151458343764	0.15813513761326886	0.17246343135435496	-0	0.11823653499315771	0.12436130384876398	-0	-0	-0	-0	0.1185566706071629	-0	-0	0.27041938490594913	-0	-0	-0	-0	-0	-0	-0	0.2517523316617775	0.1619121144924594	-0	0.1394662836254016	0.137620223463801	-0	0.1747888951462901	-0	0.15649764554855225	-0	-0	0.26895444177086714	0.21905328393286175	0.185236330474674	0.16226527411038083	-0	-0	-0	0.1680697495011396	-0	0.19313132352387952	0.17063170801414995	-0	-0	-0	-0	-0	-0	-0	0.16927045796125878	0.13374782013643224	0.17501879508895374	0.14650308797894449	-0	-0	-0	0.18586000007828343	0.17336007183938854	0.18641025463716465	0.1737691266239706	-0	-0	-0	-0	0.47661794431869325	-0	-0	0.1647270377613027	-0	-0	-0	-0	-0	0.17980776886932792	0.16356125225746393	0.11265194325901844	0.14611726016998616	0.15878097316216083	0.14078363107796868	0.13362227038512395	0.14109522217255263	-0	-0	-0	-0	-0	0.232049765812652	0.23328486520847852	0.23225630661582167	0.21509014834756754	0.723007799374448	0.12097227163495079	0.11400382525093443	0.16238240556902678	0.15565140798256466	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2779192845983945	0.20374855956677387	0.29061790632672885	-0	-0	0.1877871241187955	0.16770954223280357	0.1689080927405621	0.2054415387445161	0.14273577989538738	0.12913673677012225	0.13942279725102008	0.12164018585937077	0.26621229806234203	0.21069956389230352	-0	0.15227692733171475	0.15943317025724055	-0	-0	0.19562123121096617	0.17301318609575125	0.21058979240274286	0.1765560992935737	-0	-0	-0	0.12425251599402734	0.11523207240156169	0.10986460376621586	0.10497978619914708	-0	0.2689699101406688	0.17252106295321193	-0	0.12762044114160168	-0	-0	0.11198190401275435	0.39914370674482025	0.11523207240156169	0.1711105818182191	-0	-0	0.21105436634389865	0.1628582298862918	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2668044820757071	1	0.6361248526286356	0.17093521062479633	0.15063116879609526	0.15236219438189366	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.14036119362106225	0.13324990686920984	0.11490987834529276	0.17163045867573565	0.14109745112108038	0.49761221188187815	0.5026499848517395	0.4208267074678085	-0	0.10397012149820303	0.10389146927697819	0.15478615478823768	0.12215824677622486	0.11621060621570661	0.5387196703424809	0.1807237418846928	0.11831234262584522	0.11424048376455907
