	GO:0000902	GO:0001101	GO:0001501	GO:0001558	GO:0001894	GO:0002790	GO:0006082	GO:0006107	GO:0006508	GO:0006520	GO:0006528	GO:0006541	GO:0006807	GO:0006810	GO:0006888	GO:0007154	GO:0007267	GO:0007275	GO:0007399	GO:0007409	GO:0007417	GO:0008104	GO:0008150	GO:0008152	GO:0008361	GO:0009064	GO:0009066	GO:0009306	GO:0009410	GO:0009653	GO:0009719	GO:0009725	GO:0009743	GO:0009746	GO:0009749	GO:0009892	GO:0009894	GO:0009895	GO:0009914	GO:0009987	GO:0010033	GO:0010243	GO:0010605	GO:0010611	GO:0010614	GO:0010721	GO:0010817	GO:0014070	GO:0014741	GO:0014743	GO:0015031	GO:0015833	GO:0016043	GO:0016192	GO:0016202	GO:0016358	GO:0016579	GO:0019222	GO:0019538	GO:0019752	GO:0021952	GO:0021953	GO:0021954	GO:0021955	GO:0022008	GO:0023052	GO:0023061	GO:0030030	GO:0030072	GO:0030073	GO:0030154	GO:0030162	GO:0030182	GO:0030308	GO:0031016	GO:0031175	GO:0031323	GO:0031324	GO:0031329	GO:0031330	GO:0032501	GO:0032502	GO:0032507	GO:0032535	GO:0032787	GO:0032879	GO:0032880	GO:0032940	GO:0032989	GO:0033036	GO:0033365	GO:0034284	GO:0034641	GO:0036211	GO:0040008	GO:0040014	GO:0042176	GO:0042177	GO:0042221	GO:0042592	GO:0042886	GO:0042981	GO:0043066	GO:0043067	GO:0043069	GO:0043170	GO:0043200	GO:0043412	GO:0043436	GO:0043502	GO:0043603	GO:0043648	GO:0044057	GO:0044237	GO:0044238	GO:0044281	GO:0045184	GO:0045185	GO:0045595	GO:0045596	GO:0045843	GO:0045861	GO:0045926	GO:0046620	GO:0046621	GO:0046879	GO:0046903	GO:0046907	GO:0048193	GO:0048468	GO:0048513	GO:0048518	GO:0048519	GO:0048523	GO:0048583	GO:0048585	GO:0048634	GO:0048635	GO:0048638	GO:0048640	GO:0048666	GO:0048667	GO:0048699	GO:0048731	GO:0048812	GO:0048813	GO:0048856	GO:0048858	GO:0048869	GO:0048871	GO:0048872	GO:0048873	GO:0050789	GO:0050793	GO:0050794	GO:0050808	GO:0050896	GO:0051049	GO:0051050	GO:0051093	GO:0051128	GO:0051147	GO:0051148	GO:0051153	GO:0051154	GO:0051171	GO:0051172	GO:0051179	GO:0051222	GO:0051223	GO:0051234	GO:0051235	GO:0051239	GO:0051241	GO:0051246	GO:0051248	GO:0051641	GO:0051649	GO:0051651	GO:0055021	GO:0055022	GO:0055024	GO:0055026	GO:0060249	GO:0060255	GO:0060284	GO:0060348	GO:0060420	GO:0060996	GO:0060997	GO:0061050	GO:0061052	GO:0061117	GO:0061136	GO:0061564	GO:0065007	GO:0065008	GO:0070201	GO:0070536	GO:0070646	GO:0070647	GO:0070727	GO:0071108	GO:0071702	GO:0071704	GO:0071705	GO:0071840	GO:0072595	GO:0080090	GO:0080134	GO:0080135	GO:0090066	GO:0090087	GO:0090257	GO:0097061	GO:0097066	GO:0097068	GO:0099173	GO:0106027	GO:0120036	GO:0120039	GO:1901564	GO:1901605	GO:1901698	GO:1901700	GO:1901799	GO:1901861	GO:1901862	GO:1903050	GO:1903051	GO:1903573	GO:1904292	GO:1904293	GO:1904386	GO:1904589	GO:1904591	GO:1904951	GO:1905207	GO:1905208	GO:1905897	GO:2000026	GO:2000725	GO:2000726
GO:0014741	-0	-0	-0	0.1098070994329971	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.12140913561448072	-0	-0	-0	-0	-0	-0	-0	0.10309792848505307	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.3925516243332562	0.12218804870416383	0.3277780508679496	0.09716415091491738	-0	-0	-0	0.39140355016987144	0.9578149171147959	0.9252573840976754	0.3181760480947902	0.11141270346875683	-0	1	0.6944100806716231	-0	-0	-0	-0	0.08738082565329328	-0	-0	0.1490905492938583	-0	-0	-0	-0	-0	-0	-0	0.14323505090775182	0.10886648235582674	-0	0.0982360220182389	0.09731652206709183	-0	0.11454017972143929	-0	0.31593620558878294	-0	-0	0.14864417186543216	0.3920486849061603	0.11893600993981966	0.3237595686348229	-0	-0	-0	0.10956241961726733	-0	0.12214191726473186	0.11274022020199251	-0	-0	-0	-0	-0	-0	-0	0.11214434780101203	0.45077933107750584	0.1146388599291085	0.30193302810959183	-0	-0	-0	0.11919281638687192	0.33830698559492406	0.11941888017086058	0.3388311429111454	-0	-0	-0	-0	0.7048159650820053	-0	-0	0.5205858403972204	-0	-0	-0	-0	-0	0.11667429074538521	0.3254924257308259	0.5127176881437175	0.30138072319641945	0.3190553463300061	0.4674357619967451	0.5807883297184098	0.09904142047424455	-0	-0	-0	-0	-0	0.13663453413826657	0.1370618127585475	0.40595730462231117	0.13057239034262383	0.3620255127731473	0.08868604897856387	0.5172988589419426	0.10907889645940567	0.31477278805900166	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.14759116089772617	0.12630435021345074	0.1550311231143441	-0	-0	0.11998245019350855	0.11145708068059924	0.33254695086862684	0.12695287962333288	0.09984698095752119	0.2761586143315182	0.09821444475728862	0.2644231502786067	0.14780275003351964	0.3828991606463437	-0	0.10442384782192068	0.10774011422822458	-0	-0	0.12313310082557886	0.5378064163576184	0.12890016858791417	0.34237990214928643	-0	-0	-0	0.42748640696702817	0.5214370675683904	0.08256625044157746	0.4861822360225655	-0	0.14864889653785393	0.11356193927761846	-0	0.43585833318509304	-0	-0	0.3959106743244743	0.8564084392490815	0.5214370675683904	0.11294907575879994	-0	-0	0.12633564944592263	0.1092933990890694	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.1479851127218262	0.11823653499315771	0.11220906787274956	0.11077293049490794	0.10364728820701642	0.6980524918679665	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2930339571700555	0.09511065429675818	0.25355202232136587	0.11317536496510176	0.29411291168537734	0.28134331829466264	0.09542607487395727	0.24887939609620616	-0	0.07919210521480297	0.07914646623060635	0.10559773978487211	0.08932178918704711	0.5247177207600826	0.10020873390528247	0.5533311110969081	0.08724802845134862	0.5180979790990224
GO:0014743	-0	-0	-0	0.1150702553944168	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.1278759905777699	-0	-0	-0	-0	-0	-0	-0	0.10799444372358304	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.1398947282213106	0.12874038653188527	0.11569872902678983	0.10150139465526921	-0	-0	-0	0.13946181834796323	0.7181388359685773	0.6928102309826338	0.11215109354073609	0.11715285488326242	-0	0.6944100806716231	1	-0	-0	-0	-0	0.09068138094014475	-0	-0	0.1589623682474108	-0	-0	-0	-0	-0	-0	-0	0.15232303668420685	0.11403773200713624	-0	0.10242722724313508	0.10142799231002401	-0	0.12027869178304637	-0	0.1113249811088117	-0	-0	0.15845502187743765	0.13970506426075244	0.12513535991576286	0.11421280916628246	-0	-0	-0	0.11510874967891772	-0	0.12868917587197948	0.11829541823733372	-0	-0	-0	-0	-0	-0	-0	0.11763954747424815	0.4694261497351643	0.12038751222163487	0.10617253108689509	-0	-0	-0	0.12541966731818002	0.11960036834514058	0.12566999285231673	0.11979491810199805	-0	-0	-0	-0	0.7328541337379304	-0	-0	0.5456153539026586	-0	-0	-0	-0	-0	0.12263419808686561	0.11485335492956227	0.41212200956573847	0.10596974447202585	0.11247555023952163	0.4875167439563038	0.46909888236569325	0.10330312220537138	-0	-0	-0	-0	-0	0.14488013010205603	0.14536062615350678	0.14496061530854654	0.13808243527253117	0.1284340705270458	0.09208786200712665	0.41593931742249085	0.11427082668831096	0.11089609663065542	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.1578359251330501	0.13331826874289365	0.16573354471628404	-0	-0	0.1262942627238505	0.11688350345899103	0.11746441183395297	0.13404103228807035	0.10417980675090999	0.09674391757788696	0.10240376975306889	0.09247439062148496	0.15749922019338225	0.1362596153105	-0	0.10917244661807393	0.11280242265497693	-0	-0	0.1297899484981926	0.5645617844555936	0.13621369798900768	0.1211128899335429	-0	-0	-0	0.4442201877369788	0.41938965340105894	0.08550699252733766	0.3900597114691309	-0	0.15846039082123478	0.11920043674493568	-0	0.453267309132829	-0	-0	0.41022233351810417	0.6394683451058495	0.41938965340105894	0.11852538431111498	-0	-0	0.1337677775781784	0.11450625708825128	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.1577063120049085	0.12436130384876398	0.11771076767328409	0.11644566873102742	0.10832394111963453	0.7298086642290659	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.1029090998890099	0.09903409082371753	0.08853232529220695	0.11877459357315794	0.10330431701986444	0.09863484657296605	0.09937611793981416	0.08684177537829993	-0	0.08189347431197275	0.08184466954447175	0.11045618610876388	0.09277349747982461	0.422126419462488	0.10457369913531653	0.5816941842304845	0.09053837042956601	0.41660544639691305
GO:0015031	-0	-0	-0	-0	-0	0.4401130520714808	0.01791485963983346	0.009706804383607071	-0	-0	0.010004639347859742	0.012137411006254597	-0	0.519494481031092	0.59498150789657	0.018133343590366852	0.012722115725507865	-0	-0	0.01161069203572574	-0	0.9172639716120542	-0	-0	0.010425100518665902	0.013327821706095935	0.013013193240739357	0.7238283743042613	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2455420790715189	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1	0.614602626472411	0.018924188454769078	0.38566904074752145	-0	0.009335580100376868	-0	-0	-0	0.017791277712375285	0.00812697455557836	0.00922937888313237	0.008663747568676494	0.008193691655718885	0.012956457905079865	-0	0.2717839529701586	0.013516182800621737	0.4394585990905763	0.5297165952592189	0.014522103968367369	-0	0.012723376378524307	-0	-0	0.012231213545373085	-0	-0	-0	-0	-0	-0	0.588461714335885	0.011622096064606726	0.01554201574835128	-0	-0	0.32912056657151817	-0	0.40740775829595965	0.7992508462022948	-0	0.021634194184697447	-0	-0	-0	-0	-0	-0	-0	0.6262940258427346	-0	-0	-0	-0	-0	-0	-0	0.017857742068097367	-0	-0	0.013474727047539258	-0	0.024796130299533477	-0	-0	0.8967160985227156	0.5893211936241642	-0	-0	-0	-0	-0	-0	-0	0.2316641910689319	0.3318546441182624	0.7621239660586361	0.3328661058438284	0.013396702950441734	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.012400384229747824	0.011716232161584555	0.012798594217116164	-0	0.011845288850002703	0.008872513611929082	-0	0.011859595534952767	0.014566332697328462	-0	-0	-0	-0	-0	-0	0.010989781093910519	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.5070314695183273	0.27502813306195384	-0	-0	-0	-0	0.41259032750285274	0.7844128448872608	0.5409446374949253	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.00809433499074041	0.008005484361246186	-0	-0	-0	-0	0.011751115555746636	-0	-0	-0	-0	-0	-0	0.8262567027029721	-0	0.4591477413502633	-0	0.43701634487337915	0.01948726973331156	0.5484637193995332	-0	-0	-0	-0	-0	-0	0.008258084943611813	-0	-0	0.009953365341772678	0.008490886723444009	0.013201615807138823	0.011852427509695704	-0	0.015689179387464152	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0015833	-0	-0	-0	-0	-0	0.7215914316490877	-0	-0	-0	-0	-0	-0	-0	0.3942419499519028	0.2591950045365112	-0	-0	-0	-0	-0	-0	0.313279589192314	-0	-0	-0	-0	-0	0.4996372640017078	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2141493633478219	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.614602626472411	1	-0	0.3134881715726668	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.23384103653957353	-0	0.7206472732197949	0.7110279310168459	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.21614911314112575	-0	-0	-0	-0	0.27507164660763445	-0	0.3241824477865706	0.2799176679081316	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.52431469371672	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.3167769598218352	0.21642175681579967	-0	-0	-0	-0	-0	-0	-0	0.20351639015526046	0.27697886472967637	0.3181768227184046	0.2776831167223277	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.3842601560968943	0.23440442531133002	-0	-0	-0	-0	0.3274553905771264	0.317925261701888	0.22645002991067303	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.31335753605349886	-0	0.36036497269119017	-0	0.3465891904024866	-0	0.2033398549766397	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0016043	-0	-0	-0	-0	-0	-0	0.023420147223557695	0.011123567910729305	-0	-0	0.01151644856836703	0.01443655774825746	-0	-0	0.013913102231913273	0.02379494987496718	0.015271378207836002	-0	-0	0.4295057968237987	-0	0.019943587721347862	-0	-0	0.378698042381749	0.016152554477834553	0.015692727336384684	0.013966294694385876	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.018924188454769078	-0	1	0.01836234596325357	-0	0.33359575449758244	-0	-0	-0	0.023209387453943475	0.285252533529253	0.010501074566299742	0.009774961926572694	0.28787636142336415	0.015610295870175116	-0	0.0120805882120038	0.5151903697242007	0.009911395856676698	0.009742129313807546	0.017940681731283735	-0	0.015273194735319812	-0	-0	0.45684851042605507	-0	-0	-0	-0	-0	-0	0.01168742451057108	0.4300035660154081	0.019523465439574852	-0	-0	0.0151352889447129	-0	-0	0.016796572750042434	-0	0.030209820495043362	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.023322626512673007	-0	-0	0.01636883500607462	-0	0.0367544768542991	-0	-0	0.01936530520730876	0.011707116791582914	-0	-0	-0	-0	-0	-0	-0	0.010061856936242562	-0	0.018784949457100176	0.015342210182585157	0.016253838522801385	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.014810128448812085	0.013844592317816672	0.015381709969668667	-0	0.43978111162177097	0.31486841162486284	-0	0.4404101665561714	0.01800823319124996	-0	-0	-0	-0	-0	-0	0.4026666885099119	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.021399936341202644	0.019474714192231846	0.012443189512299545	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.28397076791438025	0.2804877917256104	-0	-0	-0	-0	0.43564734608444655	-0	-0	-0	-0	-0	-0	0.01995138941736731	-0	-0	-0	-0	0.02618195259233151	0.010780652546949033	-0	-0	-0	-0	-0	-0	0.29041368529696276	-0	-0	0.3589877984725263	0.29962715773095905	0.5006880280410148	0.4400949585387928	-0	0.01975625010543351	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0016192	-0	-0	-0	-0	-0	0.22573320062302552	0.017410552502776143	0.009556815650238089	-0	-0	0.009845380671533024	0.011903806577780097	-0	0.5028930463102922	0.3009222825252634	0.017616838027400716	0.01246569970613679	-0	-0	0.01139674412245007	-0	0.3806082243613484	-0	-0	0.0102522899565059	0.01304667806079778	0.012745033237180407	0.30187637776712295	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2418580841485544	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.38566904074752145	0.3134881715726668	0.01836234596325357	1	-0	0.009196762216783555	-0	-0	-0	0.0172938076897101	0.008021570467686154	0.009093678454280997	0.008544062667248506	0.008086561274659908	0.012690607184815975	-0	0.2672776647560159	0.013227122412807208	0.22540222639251015	0.22203612199185613	0.01418894703140882	-0	0.01246691005157532	-0	-0	0.011994019677549726	-0	-0	-0	-0	-0	-0	0.24619793158261466	0.011407731545130678	0.015161033018214991	-0	-0	0.3225354277769884	-0	0.3968223321332988	0.3324671720455007	-0	0.02090302315331754	-0	-0	-0	-0	-0	-0	-0	0.31933342929213615	-0	-0	-0	-0	-0	-0	-0	0.017356600570639577	-0	-0	0.013187418260414642	-0	0.02384033389001878	-0	-0	0.3833214972639047	0.246551711741306	-0	-0	-0	-0	-0	-0	-0	0.22838207891954654	0.3251607550798335	0.38344666916635395	0.32613176395899757	0.01311267673061351	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.012156649074899268	0.011498413520904362	0.012539117500782293	-0	0.011622690731706404	0.008747033010611797	-0	0.011636464450401552	0.014231166753187452	-0	-0	-0	-0	-0	-0	0.010797915059250006	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.4907396710346958	0.2701630966690643	-0	-0	-0	-0	0.40173746443268155	0.3850041949181447	0.25965110083058285	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.007989770404099487	0.007903188257641162	-0	-0	-0	-0	0.011532010064959235	-0	-0	-0	-0	-0	-0	0.38072328161164154	-0	0.446432040715861	-0	0.4254815235426323	0.018892020883542582	0.22971544937535027	-0	-0	-0	-0	-0	-0	0.008149275275579772	-0	-0	0.009795722030167221	0.00837589843729799	0.01292571633975047	0.01162956353340337	-0	0.015301037721231913	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0016202	-0	-0	-0	0.11008316206082042	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.12174670642805094	-0	-0	-0	-0	-0	-0	-0	0.10335486165076359	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.1325920469285229	0.12252997095360275	0.11065820451851373	0.09739232699826131	-0	-0	-0	0.1322030914395998	0.09026061919692614	0.08718641939928357	0.4620643712496776	0.11171281108116296	-0	0.08738082565329328	0.09068138094014475	-0	-0	-0	-0	1	-0	-0	0.14959992448750867	-0	-0	-0	-0	-0	-0	-0	0.14370513754224942	0.10913782984433726	-0	0.09845691060374286	0.09753329035993695	-0	0.11484058638623162	-0	0.10665064806764259	-0	-0	0.14915049630500282	0.1324216554760229	0.11925994972414089	0.10929817444043817	-0	-0	-0	0.10985262895914216	-0	0.1224835810201368	0.11303124748283133	-0	-0	-0	-0	-0	-0	-0	0.11243230291634221	0.4111449996825972	0.11493978511767405	0.10191259056615432	-0	-0	-0	0.11951815849530167	0.11422205607779887	0.11974545924263796	0.11439948884988381	-0	-0	-0	-0	0.0920431174008132	-0	-0	0.11040958770232064	-0	-0	-0	-0	-0	0.5032657002346311	0.47271608837624934	0.934316317393405	0.10172573591646163	0.10770616700831269	0.4263713171843719	0.41086914177566997	0.09926595000348316	-0	-0	-0	-0	-0	0.1370622295335047	0.1374921914965675	0.13713426078715046	0.1309629217912365	0.1222524635441648	0.38229552960038177	0.9426807180898602	0.4704217245630414	0.4571100660972459	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.14811827947966108	0.12666973247900998	0.15558197453556943	-0	-0	0.12031212322353489	0.1117415127179759	0.48298771952775654	0.12732202922999675	0.4305164865239961	0.4009155798878101	0.42346155355495324	0.3838438047311205	0.14830334879933157	0.12932210795225088	-0	0.10467347544320049	0.10800586901103396	-0	-0	0.12348034017641385	0.11407136595564871	0.12928074655222066	0.11560081895628152	-0	-0	-0	0.3898561135454982	0.368799863331432	0.9169098925530128	0.8858729749732003	-0	0.14915525321992223	0.4898059001136278	-0	0.39750719709008236	-0	-0	0.3610047064743113	0.34710932252151494	0.368799863331432	0.11324118371358445	-0	-0	0.12672167507644053	0.10956688158592592	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.14848694964910686	0.1185566706071629	0.11249735587704017	0.11106959675653759	0.10389321249419974	0.1047137573761699	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.09890206909263045	0.4100501143867584	0.817876019743766	0.11346864606645962	0.09926705325363712	0.09494779853301274	0.09563449417145625	0.08397085727546726	-0	0.07933559013048673	0.07928978566149975	0.10585301824443955	0.3850415921440129	0.37112476175487213	0.10043859342725756	0.50493074058499	0.3760843338011607	0.3664336124318154
GO:0016358	0.49825816209064144	-0	0.5141540270933838	-0	0.39472145476271786	-0	0.010312156537104511	0.00693607011374808	-0	-0	0.007086822074312192	0.008094332196661275	-0	-0	0.007927112210888564	0.010384175983046088	0.008350268968326975	0.5580049880028207	0.6120369022099527	0.7619460980665297	0.6300922729658845	0.009577069295581685	-0	-0	0.2540432138867995	0.008607010509360611	0.008474688815356398	0.0079443514610992	-0	0.5368432903770753	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.009335580100376868	-0	0.33359575449758244	0.009196762216783555	-0	1	-0	-0	-0	0.010271088835468586	0.5906268903091885	0.6052173128753804	0.6047755750900122	0.5942528737942043	0.685203448010691	-0	0.007296496704882491	0.30244511545540254	0.0064446024575022295	0.006372608543284418	0.6333447648656582	-0	0.7476375446360182	-0	0.39461300192763643	0.7704237483795753	-0	-0	-0	-0	-0	-0	0.0071511986670591225	0.2737747455001412	0.00947911668413245	-0	-0	0.008309415788220541	0.49157633706465953	-0	0.008786527646100948	-0	0.011444729355131092	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.010293205633348455	-0	-0	0.008668038858034018	-0	0.012272616518206129	-0	-0	0.00944167692509194	0.007158566370795623	-0	-0	-0	-0	-0	-0	-0	0.006507879599539348	-0	0.009301568186024615	0.008371402002292843	0.6055479656689067	0.5228277342994766	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.7428962972790759	0.7485382756709074	0.7340371806174538	0.6178322981054829	0.7722960681015266	0.630316749626155	0.5473361540247139	0.6449003701025623	0.5268589245973233	0.4180965013961575	0.3960218036321099	0.33855981837086496	-0	-0	-0	0.2635183172294684	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.00990062173403315	0.009467609582706173	0.007427219158371082	-0	-0	-0	-0	0.39489543468923904	-0	-0	0.4709843807452549	-0	0.5888475335498813	0.5839855958721202	-0	-0	-0	-0	0.7681575030946574	-0	-0	-0	-0	-0	-0	0.009578867998378203	-0	-0	-0	-0	0.010814447361284785	0.006801175307836523	-0	-0	-0	-0	-0	-0	0.5213624193664499	-0	-0	0.24588818836503848	0.532254148571035	0.6921865364226564	0.6446383785140631	-0	0.009533657339600958	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0016579	-0	-0	-0	-0	-0	-0	0.04939042483606835	0.03605215322507247	0.23501786317724715	0.0615407260315432	0.10422713860437545	0.11610268434742861	0.0391506348107394	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.12192309271620527	0.12043473837383133	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	1	-0	0.1455069201655396	0.04924077472013559	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.04629780472304147	-0	-0	-0	-0	-0	-0	-0	0.08768049195393342	0.37098863037858565	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.05416273308968969	-0	0.12438849440331631	0.04932140356198658	-0	0.07934353050469184	0.043166965731690765	-0	0.03960526476950447	0.039559362903645034	0.036336868588546734	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.611940937757371	0.4486867446420346	0.5405363254999304	-0	0.6087858442715095	-0	0.03993803583253163	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.08837633822816571	0.1320844994210241	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0
GO:0019222	-0	-0	-0	0.23003225915836917	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.2876084310509172	-0	-0	-0	-0	-0	-0	-0	0.2139381527109278	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.3564928367545475	0.2920182474580533	0.2325575686988912	0.18987604423687124	-0	-0	-0	0.35369501166062617	0.1576738993353423	0.14852548697741674	0.21865494789763393	0.25314089008353163	-0	0.1490905492938583	0.1589623682474108	-0	-0	-0	-0	0.14959992448750867	-0	-0	1	-0	-0	-0	-0	-0	-0	-0	0.450071654812978	0.22594271097862034	-0	0.1845051689593842	0.18128801391173122	-0	0.25183221542545153	-0	0.2155366085874486	-0	-0	0.5081785231232546	0.3552637768438291	0.27410630694293836	0.22663102052953854	-0	-0	-0	0.2437865309101496	-0	0.29175489844780017	0.24329207052066365	-0	-0	-0	-0	-0	-0	-0	0.24053402471310534	0.17462771270633426	0.2523097288869121	0.19702471909675795	-0	-0	-0	0.2754741692628223	0.24887684859097467	0.2766846947418146	0.24972076403376087	-0	-0	-0	-0	0.16319474295435552	-0	-0	0.2314622242949588	-0	-0	-0	-0	-0	0.2623841695575036	0.22916710253180123	0.1403191647119897	0.1963275355015235	0.2198916444285258	0.1868177966880856	0.17441374699809736	0.18736687162227894	-0	-0	-0	-0	-0	0.39075764348855596	0.39427274971851645	0.3913436777614593	0.344955579010179	0.29044697506100425	0.1534667908300428	0.14242283310965806	0.22685957275648966	0.2139347146927266	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.5713614274745057	0.31668411591290985	0.5914868076500585	-0	-0	0.2797289404303611	0.2373943303394556	0.23980297658656408	0.3207929624725831	0.1902709725068938	0.16684907708284408	0.1844290683577396	0.1545433115852231	0.4984768929824869	0.3338001101421982	-0	0.20761129477382612	0.22114445816449854	-0	-0	0.2974747237911807	0.24816255144669364	0.3335246853293231	0.2555170787098262	-0	-0	-0	0.1587846660334129	0.14434492483146574	0.1360206806459693	0.12861150911943967	-0	0.5082337489129479	0.24715131751227898	-0	0.16432649541372824	-0	-0	0.13928110366050667	0.13060346228147862	0.14434492483146574	0.24426678371011434	-0	-0	0.3460022860081713	0.22778937056136495	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.5005572324840492	0.27041938490594913	0.24083196160782286	0.2498620507579012	0.20456411834167676	0.20776982181695683	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	-0	0.18607466003125459	0.17377987501811887	0.14383972041794282	0.24532759975003995	0.18737080226242334	0.17255427493346437	0.17483577694067431	0.13942978901704992	-0	0.12709938919693467	0.12698187029220326	0.21230355465074	0.1553805086880695	0.1458836635371091	0.19158897006786613	0.2643392212855421	0.149211103521313	0.14279237810267173
